tag	name	label
7.1.1.1.2.22	3400935599438	VIBRAMYCINE N 100 MG CPR SEC 30
7.1.1.1.2.23	3400935616449	DOXY 100MG CPR GE 30
7.1.1.1.2.24	3400935629395	DOXYPALU 100MG CPR 28
7.1.1.1.2.25	3400936130456	DOXYCYCLINE ARROW 100 MG CPR 5
7.1.1.1.2.26	3400936130517	DOXYCYCLINE ARROW 100 MG CPR 15
7.1.1.1.2.27	3400936130685	DOXYCYCLINE ARROW 100 MG CPR 30
7.1.1.1.2.28	3400936174979	DOXYCYCLINE TEVA 100 MG CPR SEC 5
7.1.1.1.2.29	3400936175051	DOXYCYCLINE TEVA 100 MG CPR SEC 15
7.1.1.1.2.30	3400936175280	DOXYCYCLINE TEVA 100 MG CPR SEC 30
7.1.1.1.2.31	3400936422650	DOXYLIS 100 MG Gé CPR SEC 30
7.1.1.1.2.32	3400936423022	DOXYLIS 100 MG Gé CPR SEC 30
7.1.1.1.2.33	3400937666138	DOXYCYCLINE SANDOZ 100 MG CPR SEC 5
7.1.1.1.2.34	3400937666367	DOXYCYCLINE SANDOZ 100 MG CPR SEC 15
7.1.1.1.3	J01AA04	LYMECYCLINE
7.1.1.1.3.1	3400927983153	LYMECYCLINE ARROW 408 MG GELULE 28
7.1.1.1.3.2	3400931048756	TETRALYSAL 150MG GELULE 16
7.1.1.1.3.3	3400936759800	TETRALYSAL 300 MG GELULE 28
7.1.1.1.3.4	3400941588099	TETRALYSAL 150 MG GELULE 56
7.1.1.1.4	J01AA05	METACYCLINE
7.1.1.1.4.1	3400931730729	LYSOCLINE 300MG GELULE 12
7.1.1.1.4.2	3400934044717	PHYSIOMYCINE 300MG GELULE 16
7.1.1.1.5	J01AA08	MINOCYCLINE
7.1.1.1.5.1	3400934034022	MINOCYCLINE MYLAN 100MG GELULE 14
7.1.1.1.5.2	3400934116896	MYNOCINE 100MG GELULE 15
7.1.1.1.5.3	3400934797019	MINOCYCLINE BIOGARAN 100MG CPR 14
7.1.2	J01B	PHENICOLES
7.1.2.1	J01BA	PHENICOLES
7.1.2.1.1	J01BA02	THIAMPHENICOL
7.1.2.1.1.1	3400931059233	THIOPHENICOL 250MG CPR 16
7.1.2.1.1.2	3400931059462	THIOPHENICOL 750MG/5ML PDR + SOL INJ 1
7.1.3	J01C	BETALACTAMINES : PENICILLINES
7.1.3.1	J01CA	PENICILLINES A LARGE SPECTRE
7.1.3.1.1	J01CA04	AMOXICILLINE
7.1.3.1.1.1	3400927590313	AMOXICILLINE ZYDUS FRANCE 500 MG GELULE 12
7.1.3.1.1.2	3400927928383	AMOXICILLINE ZENTIVA LAB 500 MG/5 ML PDRE SUSP BUV FL 1/60 ML
7.1.3.1.1.3	3400927928505	AMOXICILLINE ZENTIVA LAB 250 MG/5 ML PDRE SUSP BUV FL 1/60 ML
7.1.3.1.1.4	3400927928734	AMOXICILLINE ZENTIVA LAB 125 MG/5 ML PDRE SUSP BUV FL 1/60 ML
7.1.3.1.1.5	3400927928963	AMOXICILLINE ZENTIVA LAB 1 G CPR DISP 6
7.1.3.1.1.6	3400927929045	AMOXICILLINE ZENTIVA LAB 1 G CPR DISP 14
7.1.3.1.1.7	3400927929335	AMOXICILLINE ZENTIVA LAB 500 MG GELULE 12
7.1.3.1.1.8	3400927937729	AMOXICILLINE ARROW LAB 500 MG GELULE 12
7.1.3.1.1.9	3400931587538	CLAMOXYL 500MG GELULE 12
7.1.3.1.1.10	3400932111053	CLAMOXYL 125MG/5ML PDR ORALE FL 1/60 ML
7.1.3.1.1.11	3400932111282	CLAMOXYL 250MG/5ML PDR ORALE FL 1/60 ML
7.1.3.1.1.12	3400932252602	CLAMOXYL 1 G SOL INJ FL 1
7.1.3.1.1.13	3400932300020	CLAMOXYL 500MG/5ML PDR ORALE FL 1/60 ML
7.1.3.1.1.14	3400932332076	CLAMOXYL 1G/5ML PDR ET SOL INJ IM 1
7.1.3.1.1.15	3400932345205	AMODEX 500MG GELULE GE 12
7.1.3.1.1.16	3400932345373	AMODEX 250MG/5ML PDR ORALE FL GE 1/60 ML
7.1.3.1.1.17	3400932345434	AMODEX 500MG/5ML PDR ORALE FL GE 1/60 ML
7.1.3.1.1.18	3400932585847	AMOXICILLINE RATIOPHARM 500MG GELULE 12
7.1.3.1.1.19	3400933054960	CLAMOXYL 1G CPR DISPERSIBLE 6
7.1.3.1.1.20	3400933154776	CLAMOXYL 1G PDR ORALE SACHET 6
7.1.3.1.1.21	3400933198190	CLAMOXYL 1G CPR DISPERSIBLE 3
7.1.3.1.1.22	3400933857042	AMOXICILLINE BIOGARAN 500MG GELULE 12
7.1.3.1.1.23	3400933858681	AMOXICILLINE BIOGARAN 125MG/5ML PDR F 1/60 ML
7.1.3.1.1.24	3400933858803	AMOXICILLINE BIOGARAN 250MG/5ML PDR F 1/60 ML
7.1.3.1.1.25	3400933859053	AMOXICILLINE BIOGARAN 500MG/5ML PDR 1/60 ML
7.1.3.1.1.26	3400933930523	AMOXICILLINE MYLAN 125MG/5ML PDR FL 1/60 ML
7.1.3.1.1.27	3400933930691	AMOXICILLINE MYLAN 250MG/5ML PDR FL 1/60 ML
7.1.3.1.1.28	3400933930752	AMOXICILLINE MYLAN 500MG/5ML PDR FL 1/60 ML
7.1.3.1.1.29	3400934060915	AMOXICILLINE RPG 250MG/5ML PDR FL 1/60 ML
7.1.3.1.1.30	3400934061226	AMOXICILLINE RPG 500MG/5ML PDR FL 1/60 ML
7.1.3.1.1.31	3400934061745	AMOXICILLINE RPG 1G CPR DISPERSIBLE 6
7.1.3.1.1.32	3400934171727	CLAMOXYL 1G CPR DISPERSIBLE 14
7.1.3.1.1.33	3400934303043	AMOXICILLINE MYLAN 500MG GELULE 12
7.1.3.1.1.34	3400934433825	AMODEX 1G CPR DISPERSIBLE GE 6
7.1.3.1.1.35	3400934433993	AMODEX 1G CPR DISPERSIBLE GE 14
7.1.3.1.1.36	3400934913174	AMOXICILLINE MYLAN PHARMA 500MG GELULE 12
7.1.3.1.1.37	3400935067401	AMOXICILLINE ZYDUS 500MG GELULE 12
7.1.3.1.1.38	3400935186836	AMOXICILLINE EG 500MG GELULE 12
7.1.3.1.1.39	3400935243300	AMOXICILLINE BIOGARAN 1 G CPR DISP 14
7.1.3.1.1.40	3400935248213	AMOXICILLINE BIOGARAN 1G PDR ORALE SACHET 6/2,49 G
7.1.3.1.1.41	3400935248381	AMOXICILLINE BIOGARAN 1G PDR ORALE SACHET 14/2,49 G
7.1.3.1.1.42	3400935251862	AMOXICILLINE MYLAN PHARMA 500MG/5ML PDR FL 12
7.1.3.1.1.43	3400935251923	AMOXICILLINE MYLAN PHARMA 250MG/5ML PDR FL 12
7.1.3.1.1.44	3400935252005	AMOXICILLINE MYLAN PHARMA 125MG/5ML PDR FL 12
7.1.3.1.1.45	3400935252173	AMOXICILLINE ZYDUS 500MG/5ML PDR FL 1/36 G
7.1.3.1.1.46	3400935252234	AMOXICILLINE ZYDUS 250MG/5ML PDR FL 1/36 G
7.1.3.1.1.47	3400935252463	AMOXICILLINE ZYDUS 125MG/5ML PDR FL 1/36 G
7.1.3.1.1.48	3400935325594	AMOXICILLINE EG 250MG/5ML PDR FL 1/60 ML
7.1.3.1.1.49	3400935334640	AMOXICILLINE EG 500MG/5ML PDR FL 1/60 ML
7.1.3.1.1.50	3400935377982	AMOXICILLINE EG 1G CPR DISPERSIBLE 6
7.1.3.1.1.51	3400935378064	AMOXICILLINE EG 1G CPR DISPERSIBLE 14
7.1.3.1.1.52	3400935428134	AMOXICILLINE EG 125MG/5ML PDR FL 12
7.1.3.1.1.53	3400935582867	AMOXICILLINE TEVA SANTE 1G CPR DISPERSIBL 6
7.1.3.1.1.54	3400935582928	AMOXICILLINE TEVA SANTE 1G CPR DISPERSIBL 14
7.1.3.1.1.55	3400935684516	AMOXICILLINE MYLAN 1G CPR DISPERSIBL 6
7.1.3.1.1.56	3400935684684	AMOXICILLINE MYLAN 1G CPR DISPERSIBL 14
7.1.3.1.1.57	3400935765680	AMOXICILLINE ARROW 500MG GELULE 12
7.1.3.1.1.58	3400935765741	AMOXICILLINE ARROW 500MG/5ML PDR FL 12
7.1.3.1.1.59	3400935765802	AMOXICILLINE ARROW 250MG/5ML PDR FL 12
7.1.3.1.1.60	3400935765970	AMOXICILLINE ARROW 125MG/5ML PDR FL 12
7.1.3.1.1.61	3400935796158	AMOXICILLINE BIOGARAN 1 G CPR DISP 6
7.1.3.1.1.62	3400935979780	AMOXICILLINE ARROW 1G CPR DISPERSIBLE 6
7.1.3.1.1.63	3400935979841	AMOXICILLINE ARROW 1G CPR DISPERSIBLE 14
7.1.3.1.1.64	3400936035843	AMOXICILLINE RATIO 125MG/5ML PDR ORALE 1/5,1 G
7.1.3.1.1.65	3400936035904	AMOXICILLINE TEVA SANTE 250MG/5ML PDR ORALE 1/6,6 G
7.1.3.1.1.66	3400936036093	AMOXICILLINE TEVA SANTE 500MG/5ML PDR FL 1/12 G
7.1.3.1.1.67	3400936111936	AMOXICILLINE TEVA 1G CPR DISPERSIBLE 6
7.1.3.1.1.68	3400936112018	AMOXICILLINE TEVA 1G CPR DISPERSIBLE 14
7.1.3.1.1.69	3400936112186	AMOXICILLINE TEVA 125MG/5ML PDR FL 1/60 ML
7.1.3.1.1.70	3400936112247	AMOXICILLINE TEVA 250MG/5ML PDR FL 1/60 ML
7.1.3.1.1.71	3400936112308	AMOXICILLINE TEVA 500MG/5ML PDR FL 1/60 ML
7.1.3.1.1.72	3400936112766	AMOXICILLINE TEVA 500MG GELULE 12
7.1.3.1.1.73	3400936284951	AMOXICILLINE CRISTERS 500MG GELULE 12
7.1.3.1.1.74	3400936285033	AMOXICILLINE CRISTERS 125MG/5ML PDR FL 1/36 G
7.1.3.1.1.75	3400936285262	AMOXICILLINE CRISTERS 250MG/5ML PDR FL 1/36 G
7.1.3.1.1.76	3400936285323	AMOXICILLINE CRISTERS 500MG/5ML PDR FL 1/36 G
7.1.3.1.1.77	3400936582439	AMOXICILLINE SANDOZ 250 MG/5ML PDRE SUSP BUV 1/36 G
7.1.3.1.1.78	3400936665736	AMOXICILLINE SANDOZ 500MG/5ML PDR FL 1/36 G
7.1.3.1.1.79	3400936736108	AMOXICILLINE ZENTIVA 250 MG/5 ML 1 FLACON DE 30 G
7.1.3.1.1.80	3400936736276	AMOXICILLINE WINTHROP 500 MG/5 ML 1 FLACON DE 30 G
7.1.3.1.1.81	3400936736337	AMOXICILLINE ZENTIVA 500 MG GELULE 12
7.1.3.1.1.82	3400936742659	AMOXICILLINE ZENTIVA 1 G CPR DISP 6
7.1.3.1.1.83	3400936742710	AMOXICILLINE ZENTIVA 1 G CPR DISP 14
7.1.3.1.1.84	3400936796010	AMOXICILLINE SANDOZ 500 MG GELULE 12
7.1.3.1.1.85	3400936882966	AMOXICILLINE SANDOZ 125MG/5ML PDR FL 12
7.1.3.1.1.86	3400937053914	AMOXICILLINE ALMUS 500MG/5ML PDR FL 12
7.1.3.1.1.87	3400937054164	AMOXICILLINE ALMUS 250MG/5ML PDR FL 12
7.1.3.1.1.88	3400937054393	AMOXICILLINE ALMUS 500MG GELULE 12
7.1.3.1.1.89	3400937614610	AMOXICILLINE ALMUS 1 G CPR DISP 6
7.1.3.1.1.90	3400937614788	AMOXICILLINE ALMUS 1 G CPR DISP 14
7.1.3.1.1.91	3400938122534	AMOXICILLINE ALTER 500 MG GELULE 12
7.1.3.1.1.92	3400938133769	AMOXICILLINE ZYDUS FRANCE 500 MG GELULE 12
7.1.3.1.1.93	3400938443363	AMOXICILLINE RANBAXY 1 G CPR DISP 6
7.1.3.1.1.94	3400938443424	AMOXICILLINE RANBAXY 1 G CPR DISP 14
7.1.3.1.1.95	3400938551853	AMOXICILLINE RANBAXY 500 MG GELULE 12
7.1.3.1.1.96	3400938829112	AMOXICILLINE ZYDUS FRANCE 1 G CPR DISP 6
7.1.3.1.1.97	3400938829341	AMOXICILLINE ZYDUS FRANCE 1 G CPR DISP 14
7.1.3.1.1.98	3400939207414	AMOXICILLINE SANDOZ 1 G CPR DISP 6
7.1.3.1.1.99	3400939207872	AMOXICILLINE SANDOZ 1 G CPR DISP 14
7.1.3.1.2	J01CA08	PIVMECILLINAM
7.1.3.1.2.1	3400937993050	SELEXID 200 MG CPR 12
7.1.3.2	J01CE	PENICILLINES SENSIBLES AUX BETALACTAMASES
7.1.3.2.1	J01CE02	PHENOXYMETHYLPENICILLINE
7.1.3.2.1.1	3400931810315	ORACILLINE 0,25MUI/5ML SUSP BUV 1/120 ML
7.1.3.2.1.2	3400931949152	ORACILLINE 1MUI CPR 12
7.1.3.2.1.3	3400932826605	ORACILLINE 0,5MUI/5ML SUSP BUV 1/120 ML
7.1.3.2.1.4	3400932827084	ORACILLINE 1MUI/10ML SUSP BUV 1/180 ML
7.1.3.2.2	J01CE08	BENZATHINE BENZYLPENICILLINE
7.1.3.2.2.1	3400930002841	BENZATHINE BENZYLPENICILLINE SANDOZ 1,2 MUI SOL INJ AMP 1
7.1.3.2.2.2	3400930002858	BENZATHINE BENZYLPENICILLINE SANDOZ 2,4 MUI SOL INJ AMP 1
7.1.3.2.2.3	3400930390955	EXTENCILLINE 2,4MUI/8ML PDR ET SOL 1
7.1.3.3	J01CF	PENICILLINES RESISTANTES AUX BETALACTAMASES
7.1.3.3.1	J01CF02	CLOXACILLINE
7.1.3.3.1.1	3400927370120	CLOXACILLINE BIOGARAN 500 MG GELULE 16
7.1.3.3.1.2	3400930015193	CLOXACILLINE ARROW 500 MG GELULE 16
7.1.3.3.1.3	3400931939337	ORBENINE 500MG GELULE 16
7.1.3.3.2	J01CF04	OXACILLINE
7.1.3.3.2.1	3400930152263	BRISTOPEN 1G/5ML PDR ET SOL INJ 1/5 ML
7.1.3.4	J01CR	ASSOCIATIONS DE PENICILLINES, INHIBITEURS DE BETALACTAMASES INCLUS
7.1.3.4.1	J01CR01	AMPICILLINE ET INHIBITEUR D'ENZYME
7.1.3.4.1.1	3400933373320	UNACIM 0,5G/1G IM AD PDR ET SOL 1
7.1.3.4.2	J01CR02	AMOXICILLINE ET INHIBITEUR D'ENZYME
7.1.3.4.2.1	3400926941598	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS 1 G/125 MG PDRE SUSP BUV SACHET 8
7.1.3.4.2.2	3400926941710	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS 1 G/125 MG PDRE SOL BUV SACHET 12
7.1.3.4.2.3	3400927749933	AMOXICILLINE/ACIDE CLAVULANIQUE CRISTERS 1 G/125 MG PDRE SUSP BUV SACHET 8
7.1.3.4.2.4	3400927750014	AMOXICILLINE/ACIDE CLAVULANIQUE CRISTERS 1 G/125 MG PDRE SUSP BUV SACHET 12
7.1.3.4.2.5	3400927750182	AMOXICILLINE/ACIDE CLAVULANIQUE RANBAXY 1 G/125 MG PDRE SUSP BUV SACHET 8
7.1.3.4.2.6	3400927750243	AMOXICILLINE/ACIDE CLAVULANIQUE RANBAXY 1 G/125 MG PDRE SUSP BUV SACHET 12
7.1.3.4.2.7	3400927750762	AMOXICILLINE/ACIDE CLAVULANIQUE TEVA 1 G/125 MG PDRE SUSP BUV SACHET 12
7.1.3.4.2.8	3400933040314	AUGMENTIN 1G/200MG PDR+SOL INJ 1
7.1.3.4.2.9	3400933295226	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 100MG/12,5MG/ML NR PDRE SUSP BUV 1/5,13 G
7.1.3.4.2.10	3400933314019	AUGMENTIN 100MG/12,5MG/ML NR PDR 1/5,13 G
7.1.3.4.2.11	3400934392511	AUGMENTIN 100MG/12,5MG/ML ENF PDR 1/10,27 G
7.1.3.4.2.12	3400934450853	AUGMENTIN 1G/125MG AD PDR ORALE SACH 8/1,57 G
7.1.3.4.2.13	3400934451164	AUGMENTIN 1G/125MG AD PDR ORALE SACH 12/1,57 G
7.1.3.4.2.14	3400935081827	AUGMENTIN 500MG/50MG PDR INJ IV 10
7.1.3.4.2.15	3400935082077	AUGMENTIN 2G/200MG PDR INJ IV 10
7.1.3.4.2.16	3400935334879	AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 1G/125MG AD SACH 8/1,57 G
7.1.3.4.2.17	3400935335012	AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 1G/125MG AD SACH 12/1,57 G
7.1.3.4.2.18	3400935335241	AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 500MG/62,5MG AD CPR 16
7.1.3.4.2.19	3400935335470	AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 500MG/62,5MG AD CPR 24
7.1.3.4.2.20	3400935337023	AUGMENTIN 500MG/62,5MG AD CPR 16
7.1.3.4.2.21	3400935337252	AUGMENTIN 500MG/62,5MG AD CPR 24
7.1.3.4.2.22	3400935337542	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 500MG/62,5MG AD CPR 16
7.1.3.4.2.23	3400935337771	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 500MG/62,5MG AD CPR 24
7.1.3.4.2.24	3400935338723	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 1G/125MG AD SACH 8/1,57 G
7.1.3.4.2.25	3400935338952	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 1G/125MG AD SACH 12/1,57 G
7.1.3.4.2.26	3400935355522	AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 100MG/12,5MG/ML NR PDRE SUSP BUV 1/5,13 G
7.1.3.4.2.27	3400935355690	AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 100MG/12,5MG/ML ENF PDRE SUSP BUV 1/10,25 G
7.1.3.4.2.28	3400935355751	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 100MG/12,5MG/ML ENF PDRE SUSP BUV 1/10,25 G
7.1.3.4.2.29	3400935948274	AMOXICILLINE/ACIDE CLAVULANIQUE ARROW 100MG/12.5MG/ML NR PDRE SUSP BUV 1/5,25 G
7.1.3.4.2.30	3400935948335	AMOXICILLINE/ACIDE CLAVULANIQUE ARROW 100MG/12,5MG/ML ENF PDRE SUSP BUV 1/10,5 G
7.1.3.4.2.31	3400935948564	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 100MG/12,5MG/ML NR 1/5,25 G
7.1.3.4.2.32	3400935948625	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 100MG/12,5MG/ML ENF 1/10,5 G
7.1.3.4.2.33	3400935948793	AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 100MG/12,5MG/ML NR PDRE SUSP BUV 1/5,25 G
7.1.3.4.2.34	3400935948854	AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 100MG/12,5MG/ML EF PDRE SUSP BUV 1/10,5 G
7.1.3.4.2.35	3400935948915	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 100/12,5MG/ML NR PDRE SUSP BUV 1/5,25 G
7.1.3.4.2.36	3400935949165	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 100/12,5MG/ML ENF PDRE SUSP BUV 1/10,5 G
7.1.3.4.2.37	3400935981851	AMOXICILLINE/ACIDE CLAVULANIQUE EG 1G/125MG AD SACH 12/1,57 G
7.1.3.4.2.38	3400936027220	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS FRANCE 100MG/12,5MG/ML ENF PDRE SUSP BUV 1/14 G
7.1.3.4.2.39	3400936027398	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS FRANCE 100MG/12,5MG/ML NR PDRE SUSP BUV 1/7 G
7.1.3.4.2.40	3400936061637	AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500/62,5MG AD CPR 16
7.1.3.4.2.41	3400936061866	AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500/62,5MG AD CPR 24
7.1.3.4.2.42	3400936087941	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 500MG/62,5MG AD CPR 16
7.1.3.4.2.43	3400936088023	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 500MG/62,5MG AD CPR 24
7.1.3.4.2.44	3400936089082	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 500 MG/62,5MG AD CPR 16
7.1.3.4.2.45	3400936089143	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 500 MG/62,5MG AD CPR 24
7.1.3.4.2.46	3400936100640	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS FRANCE 500MG/62,5MG AD CPR 16
7.1.3.4.2.47	3400936100701	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS FRANCE 500MG/62,5MG AD CPR 24
7.1.3.4.2.48	3400936172210	AMOXICILLINE/ACIDE CLAVULANIQUE EG 1G/125MG AD SACH 8/1,57 G
7.1.3.4.2.49	3400936380684	AMOXICILLINE/ACIDE CLAVULANIQUE ARROW 1 G/125 MG AD SACH 8/2 G
7.1.3.4.2.50	3400936380745	AMOXICILLINE/ACIDE CLAVULANIQUE ARROW 1 G/125 MG AD SACH 12/2 G
7.1.3.4.2.51	3400936562219	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 1 G/125 MG AD SACH 8/2 G
7.1.3.4.2.52	3400936562387	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 1 G/125 MG AD SACH 12/2 G
7.1.3.4.2.53	3400936562738	AMOXICILLINE/ACIDE CLAVULANIQUE ARROW 500MG/62,5MG AD CPR 16
7.1.3.4.2.54	3400936562967	AMOXICILLINE/ACIDE CLAVULANIQUE ARROW 500MG/62,5MG AD CPR 24
7.1.3.4.2.55	3400936563278	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1G/125MG AD S 8/2 G
7.1.3.4.2.56	3400936563339	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1 G/125 MG
7.1.3.4.2.57	3400936683075	AMOXICILLINE/ACIDE CLAVULANIQUE EG 500 MG/62,5 MG ADULTE CPR 16
7.1.3.4.2.58	3400936683136	AMOXICILLINE/ACIDE CLAVULANIQUE EG 500 MG/62,5 MG ADULTE CPR 24
7.1.3.4.2.59	3400936708013	AMOXICILLINE/ACIDE CLAVULANIQUE EG 1 G/125 MG ADULTE PDRE SUSP BUV SACHET 8
7.1.3.4.2.60	3400936708181	AMOXICILLINE/ACIDE CLAVULANIQUE EG 1 G/125 MG ADULTE PDRE SUSP BUV SACHET 12
7.1.3.4.2.61	3400936731882	AMOXICILLINE/ACIDE CLAVULANIQUE ACTAVIS 500MG/62,5MG CPR 16
7.1.3.4.2.62	3400936731943	AMOXICILLINE/ACIDE CLAVULANIQUE ACTAVIS 500MG/62,5MG CPR 24
7.1.3.4.2.63	3400936732025	AMOXICILLINE/ACIDE CLAVULANIQUE ACTAVIS 100MG/12,5MG PDRE SUSP BUV 1/14 G
7.1.3.4.2.64	3400936732193	AMOXICILLINE/ACIDE CLAVULANIQUE ACTAVIS 1G/125MG PDR 8/1566 MG
7.1.3.4.2.65	3400936732254	AMOXICILLINE/ACIDE CLAVULANIQUE ACTAVIS 1G/125MG PDR SACHET 12
7.1.3.4.2.66	3400936732315	AMOXICILLINE/ACIDE CLAVULANIQUE RANBAXY 500 MG/62,5 MG AD CPR 16
7.1.3.4.2.67	3400936732483	AMOXICILLINE/ACIDE CLAVULANIQUE RANBAXY 500 MG/62,5 MG AD CPR 24
7.1.3.4.2.68	3400936803374	AMOXICILLINE/ACIDE CLAVULANIQUE RANBAXY 100 MG/12,5 MG NR PDRE SUSP BUV 1/7 G
7.1.3.4.2.69	3400936803435	AMOXICILLINE/ACIDE CLAVULANIQUE RANBAXY 100 MG/12,5 MG ENF PDRE SUSP BUV 1/14 G
7.1.3.4.2.70	3400937428606	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA 500 MG/62,5MG AD CPR 16
7.1.3.4.2.71	3400937428835	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA 500 MG/62,5MG AD CPR 24
7.1.3.4.2.72	3400937501446	AMOXICILLINE/ACIDE CLAVULANIQUE CRISTERS 500 MG/62,5 MG CPR 16
7.1.3.4.2.73	3400937501507	AMOXICILLINE/ACIDE CLAVULANIQUE CRISTERS 500 MG/62,5 MG CPR 24
7.1.3.4.2.74	3400937540827	AMOXICILLINE/ACIDE CLAVULANIQUE TEVA SANTE 500 MG/62,5 MG AD CPR 16
7.1.3.4.2.75	3400937540995	AMOXICILLINE/ACIDE CLAVULANIQUE TEVA SANTE 500 MG/62,5 MG AD CPR 24
7.1.3.4.2.76	3400937541138	AMOXICILLINE/ACIDE CLAVULANIQUE TEVA SANTE 1 G/125MG AD SACHET 8
7.1.3.4.2.77	3400937541367	AMOXICILLINE/ACIDE CLAVULANIQUE TEVA SANTE 1 G/125MG AD SACHET 12
7.1.3.4.2.78	3400937541596	AMOXICILLINE/ACIDE CLAVULANIQUE TEVA SANTE 100 MG/12,5 MG/ML ENF, PDRE SUSP BUV 10,27 G EN FLACON + SERINGUE ADM ORALE
7.1.3.4.2.79	3400937541657	AMOXICILLINE/ACIDE CLAVULANIQUE TEVA SANTE 100 MG/12,5 MG/ML NOUR, PDRE SUSP BUV, 5,13 G EN FLACON + SERINGUE ADM ORALE
7.1.3.4.2.80	3400937595247	AMOXICILLINE/ACIDE CLAVULANIQUE CRISTERS 100 MG/12,5 MG/ML NOURRISSON FL 1/7 G
7.1.3.4.2.81	3400937595308	AMOXICILLINE/ACIDE CLAVULANIQUE CRISTERS 100 MG/12,5 MG/ML ENFANT FL 1/14 G
7.1.3.4.2.82	3400937734127	AMOXICILLINE/ACIDE CLAVULANIQUE ALTER 500 MG/62,5 MG AD CPR 16
7.1.3.4.2.83	3400937734295	AMOXICILLINE/ACIDE CLAVULANIQUE ALTER 500 MG/62,5 MG AD CPR 24
7.1.3.4.2.84	3400937734875	AMOXICILLINE/ACIDE CLAVULANIQUE RATIO 1 G/125 MG AD SACH 8/1,566 G
7.1.3.4.2.85	3400937735018	AMOXICILLINE/ACIDE CLAVULANIQUE RATIO 1 G/125 MG AD SACH 12/1,566 G
7.1.3.4.2.86	3400937735537	AMOXICILLINE/ACIDE CLAVULANIQUE RATIO 100 MG/12,5MG/ML ENF PDRE SUSP BUV 1/10,27 G
7.1.3.4.2.87	3400937735827	AMOXICILLINE/ACIDE CLAVULANIQUE RATIO 500 MG/62,5MG AD 16
7.1.3.4.2.88	3400937736077	AMOXICILLINE/ACIDE CLAVULANIQUE RATIO 500 MG/62,5MG AD 24
7.1.3.4.2.89	3400937736428	AMOXICILLINE/ACIDE CLAVULANIQUE ALTER 1 G/125MG AD SACH 8/2 G
7.1.3.4.2.90	3400937736596	AMOXICILLINE/ACIDE CLAVULANIQUE ALTER 1 G/125MG AD SACH 12/2 G
7.1.3.4.2.91	3400937737487	AMOXICILLINE/ACIDE CLAVULANIQUE ALTER 100 MG/12,5MG/ML ENF PDRE SUSP BUV 1/10,5 G
7.1.3.4.2.92	3400937737548	AMOXICILLINE/ACIDE CLAVULANIQUE ALTER 100 MG/12,5MG/ML NR PDRE SUSP BUV 1/5,25 G
7.1.3.4.2.93	3400937910194	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS 100 MG/12,5MG/ML NR PDRE SUSP BUV 1/7 G
7.1.3.4.2.94	3400937910255	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS 100 MG/12,5MG/ML ENF PDRE SUSP BUV 1/14 G
7.1.3.4.2.95	3400937910316	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS 500 MG/62,5MG AD CPR 16
7.1.3.4.2.96	3400937910545	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS 500 MG/62,5MG AD CPR 24
