EP_ID	NAME_FULL	COUNTRY	NATIONAL_PARTY	GROUPE_ID	GENDER	BIRTHDATE	GEOSIZE	POP16	POP16_PERCENTAGE	GDP_BILLIONS	LANGUAGES	POLITICAL_SYS	NB_SEATS_IN_EU	CURRENCY	SCHENGEN_MEMBER	SCHENGEN_MEMBER_SINCE	EU_MEMBER_SINCE
0966962	Algirdas SAUDARGAS	Lithuania	Tėvynės sąjunga-Lietuvos krikščionys demokratai	PPE	M	1948-04-17 00:00:00	65286	2888558	0.6	39	['15 Lithuanian']	parliamentary republic	11	Euro	Yes	2007	2004
0966972	Valdemar TOMAŠEVSKI	Lithuania	Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga	ECR	M	1965-03-03 00:00:00	65286	2888558	0.6	39	['15 Lithuanian']	parliamentary republic	11	Euro	Yes	2007	2004
0966981	Viktor USPASKICH	Lithuania	Darbo partija	ALDE	M	1959-07-24 00:00:00	65286	2888558	0.6	39	['15 Lithuanian']	parliamentary republic	11	Euro	Yes	2007	2004
0967051	Bendt BENDTSEN	Denmark	Det Konservative Folkeparti	PPE	M	1954-03-25 00:00:00	42924	5707251	1.1	277	['8 Danish']	parliamentary constitutional monarchy	13	DKK	Yes	2001	1973
0967061	João FERREIRA	Portugal	Partido Comunista Português	GUE/NGL	M	1978-11-20 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
0967091	Morten LØKKEGAARD	Denmark	Venstre, Danmarks Liberale Parti	ALDE	M	1964-12-20 00:00:00	42924	5707251	1.1	277	['8 Danish']	parliamentary constitutional monarchy	13	DKK	Yes	2001	1973
0967101	Jens ROHDE	Denmark	Venstre, Danmarks Liberale Parti	ALDE	M	1970-04-18 00:00:00	42924	5707251	1.1	277	['8 Danish']	parliamentary constitutional monarchy	13	DKK	Yes	2001	1973
0967102	Jens ROHDE	Denmark	Det Radikale Venstre	ALDE	M	1970-04-18 00:00:00	42924	5707251	1.1	277	['8 Danish']	parliamentary constitutional monarchy	13	DKK	Yes	2001	1973
0967131	Evžen TOŠENOVSKÝ	Czech Republic	Občanská demokratická strana	ECR	M	1956-02-26 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
0967151	Pavel POC	Czech Republic	Česká strana sociálně demokratická	S&D	M	1964-05-26 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
0967181	Olga SEHNALOVÁ	Czech Republic	Česká strana sociálně demokratická	S&D	F	1968-10-25 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
0967251	Bas EICKHOUT	Netherlands	GroenLinks	Verts/ALE	M	1976-10-08 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0967281	Barbara LOCHBIHLER	Germany	Bündnis 90/Die Grünen	Verts/ALE	F	1959-05-20 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967291	Santiago FISAS AYXELÀ	Spain	Partido Popular	PPE	M	1948-08-29 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0967301	Sven GIEGOLD	Germany	Bündnis 90/Die Grünen	Verts/ALE	M	1969-11-17 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967341	Ska KELLER	Germany	Bündnis 90/Die Grünen	Verts/ALE	F	1981-11-22 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967352	Patrick LE HYARIC	France	Front de Gauche	GUE/NGL	M	1957-02-04 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0967361	Jan Philipp ALBRECHT	Germany	Bündnis 90/Die Grünen	Verts/ALE	M	1982-12-20 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967391	Reinhard BÜTIKOFER	Germany	Bündnis 90/Die Grünen	Verts/ALE	M	1953-01-26 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967401	Yannick JADOT	France	Europe Écologie	Verts/ALE	M	1967-07-27 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0967422	Jean-Luc MÉLENCHON	France	Front de Gauche	GUE/NGL	M	1951-08-19 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0967431	Michèle RIVASI	France	Europe Écologie	Verts/ALE	F	1953-02-09 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0967441	José BOVÉ	France	Europe Écologie	Verts/ALE	M	1953-06-11 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0967471	Arnaud DANJEAN	France	Union pour un Mouvement Populaire	PPE	M	1971-02-11 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0967472	Arnaud DANJEAN	France	Les Républicains	PPE	M	1971-02-11 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0967481	Dennis de JONG	Netherlands	Socialistische Partij	GUE/NGL	M	1955-05-22 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0967511	Nick GRIFFIN	United Kingdom	British National Party	NI	M	1959-03-01 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0967521	Martin HÄUSLING	Germany	Bündnis 90/Die Grünen	Verts/ALE	M	1961-03-26 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967541	Wim van de CAMP	Netherlands	Christen Democratisch Appèl	PPE	M	1953-07-27 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0967561	Sabine VERHEYEN	Germany	Christlich Demokratische Union Deutschlands	PPE	F	1964-10-24 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967611	Axel VOSS	Germany	Christlich Demokratische Union Deutschlands	PPE	M	1963-04-07 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967621	Joachim ZELLER	Germany	Christlich Demokratische Union Deutschlands	PPE	M	1952-07-01 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967631	Pablo ZALBA BIDEGAIN	Spain	Partido Popular	PPE	M	1975-01-28 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0967641	Hermann WINKLER	Germany	Christlich Demokratische Union Deutschlands	PPE	M	1963-04-22 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967651	Verónica LOPE FONTAGNÉ	Spain	Partido Popular	PPE	F	1952-02-01 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0967671	Werner KUHN	Germany	Christlich Demokratische Union Deutschlands	PPE	M	1955-05-19 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967681	Enrique GUERRERO SALOM	Spain	Partido Socialista Obrero Español	S&D	M	1948-08-28 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0967711	Jarosław KALINOWSKI	Poland	Polskie Stronnictwo Ludowe	PPE	M	1962-04-12 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0967721	Peter JAHR	Germany	Christlich Demokratische Union Deutschlands	PPE	M	1959-04-24 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967741	Jarosław WAŁĘSA	Poland	Platforma Obywatelska	PPE	M	1976-09-13 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0967752	Lara COMI	Italy	Forza Italia	PPE	F	1983-02-18 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0967761	Róża Gräfin von THUN UND HOHENSTEIN	Poland	Platforma Obywatelska	PPE	F	1954-04-13 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0967791	Danuta Maria HÜBNER	Poland	Platforma Obywatelska	PPE	F	1948-04-08 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0967801	Monika HOHLMEIER	Germany	Christlich-Soziale Union in Bayern e.V.	PPE	F	1962-07-02 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0967811	Danuta JAZŁOWIECKA	Poland	Platforma Obywatelska	PPE	F	1957-05-19 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0967842	Janusz ZEMKE	Poland	Sojusz Lewicy Demokratycznej - Unia Pracy	S&D	M	1949-02-24 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0967871	Herbert DORFMANN	Italy	Südtiroler Volkspartei	PPE	M	1969-03-04 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0967901	Marek Józef GRÓBARCZYK	Poland	Prawo i Sprawiedliwość	ECR	M	1968-03-13 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0967911	Elżbieta Katarzyna ŁUKACIJEWSKA	Poland	Platforma Obywatelska	PPE	F	1966-11-25 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0967961	Ryszard Antoni LEGUTKO	Poland	Prawo i Sprawiedliwość	ECR	M	1949-12-24 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0968011	Tomasz Piotr PORĘBA	Poland	Prawo i Sprawiedliwość	ECR	M	1973-03-31 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0968052	Paul NUTTALL	United Kingdom	United Kingdom Independence Party	EFDD	M	1976-11-30 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0968061	Teresa JIMÉNEZ-BECERRIL BARRIO	Spain	Partido Popular	PPE	F	1961-07-24 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0968092	Peter van DALEN	Netherlands	ChristenUnie	ECR	M	1958-09-03 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0968111	Rosa ESTARÀS FERRAGUT	Spain	Partido Popular	PPE	F	1965-10-21 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0968121	Juan Fernando LÓPEZ AGUILAR	Spain	Partido Socialista Obrero Español	S&D	M	1961-06-10 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0968123	Juan Fernando LÓPEZ AGUILAR	Spain	Partido Socialista Obrero Español	S&D	M	1961-06-10 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0968132	Barbara MATERA	Italy	Forza Italia	PPE	F	1981-12-09 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0968151	Judith SARGENTINI	Netherlands	GroenLinks	Verts/ALE	F	1974-03-13 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0968163	Giovanni LA VIA	Italy	Unione di Centro	PPE	M	1963-06-28 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0968164	Giovanni LA VIA	Italy	Alternativa Popolare	PPE	M	1963-06-28 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0968201	Marisa MATIAS	Portugal	Bloco de Esquerda	GUE/NGL	F	1976-02-20 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
0968241	Monica MACOVEI	Romania	Partidul Democrat-Liberal	PPE	F	1959-02-04 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968242	Monica MACOVEI	Romania	Independent	ECR	F	1959-02-04 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968243	Monica MACOVEI	Romania	Independent	PPE	F	1959-02-04 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968251	Norica NICOLAI	Romania	Partidul Naţional Liberal	ALDE	F	1958-01-27 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968253	Norica NICOLAI	Romania	Independent	ALDE	F	1958-01-27 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968254	Norica NICOLAI	Romania	ALDE Romania	ALDE	F	1958-01-27 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968261	Tamás DEUTSCH	Hungary	Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt	PPE	M	1966-07-27 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
0968291	Ádám KÓSA	Hungary	Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt	PPE	M	1975-07-01 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
0968311	Jutta STEINRUCK	Germany	Sozialdemokratische Partei Deutschlands	S&D	F	1962-09-01 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968331	Jens GEIER	Germany	Sozialdemokratische Partei Deutschlands	S&D	M	1961-06-22 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968351	Traian UNGUREANU	Romania	Partidul Democrat-Liberal	PPE	M	1958-03-01 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968352	Traian UNGUREANU	Romania	Partidul Naţional Liberal	PPE	M	1958-03-01 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968361	Peter SIMON	Germany	Sozialdemokratische Partei Deutschlands	S&D	M	1967-04-04 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968371	Petra KAMMEREVERT	Germany	Sozialdemokratische Partei Deutschlands	S&D	F	1966-06-01 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968383	Cristian Dan PREDA	Romania	Partidul Mișcarea Populară	PPE	M	1966-10-26 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968384	Cristian Dan PREDA	Romania	Independent	PPE	M	1966-10-26 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968391	Kerstin WESTPHAL	Germany	Sozialdemokratische Partei Deutschlands	S&D	F	1962-09-11 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968401	Knut FLECKENSTEIN	Germany	Sozialdemokratische Partei Deutschlands	S&D	M	1953-12-20 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968421	Ismail ERTUG	Germany	Sozialdemokratische Partei Deutschlands	S&D	M	1975-12-05 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968441	Norbert NEUSER	Germany	Sozialdemokratische Partei Deutschlands	S&D	M	1949-03-22 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968472	Claudiu Ciprian TĂNĂSESCU	Romania	Partidul Social Democrat	S&D	M	1965-07-19 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968481	Mariya GABRIEL	Bulgaria	Citizens for European Development of Bulgaria	PPE	F	1979-05-20 00:00:00	110370	7153784	1.4	47	['5 Bulgarian']	parliamentary republic	17	BGN	No	-	2007
0968491	Alain CADEC	France	Union pour un Mouvement Populaire	PPE	M	1953-06-21 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0968492	Alain CADEC	France	Les Républicains	PPE	M	1953-06-21 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0968511	Thomas HÄNDEL	Germany	DIE LINKE.	GUE/NGL	M	1953-08-27 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968521	Cornelia ERNST	Germany	DIE LINKE.	GUE/NGL	F	1956-11-30 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968541	Sabine LÖSING	Germany	DIE LINKE.	GUE/NGL	F	1955-11-30 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968571	Cătălin Sorin IVAN	Romania	Partidul Social Democrat	S&D	M	1978-12-23 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0968582	Marie-Christine VERGIAT	France	Front de Gauche	GUE/NGL	F	1956-09-23 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0968641	David-Maria SASSOLI	Italy	Partito Democratico	S&D	M	1956-05-30 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0968681	Karima DELLI	France	Europe Écologie	Verts/ALE	F	1979-03-04 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0968701	Gesine MEISSNER	Germany	Freie Demokratische Partei	ALDE	F	1952-02-22 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968711	Michael THEURER	Germany	Freie Demokratische Partei	ALDE	M	1967-01-12 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968721	Nadja HIRSCH	Germany	Freie Demokratische Partei	ALDE	F	1978-07-13 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0968761	Frank ENGEL	Luxembourg	Parti chrétien social luxembourgeois	PPE	M	1975-05-10 00:00:00	2586	576249	0.1	54	['3 French', '2 German']	parliamentary constitutional monarchy	6	Euro	Yes	1995	1958
0968771	Zoltán BALCZÓ	Hungary	Jobbik Magyarországért Mozgalom	NI	M	1948-03-24 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
0968801	Andrea COZZOLINO	Italy	Partito Democratico	S&D	M	1962-08-03 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0968821	Elisabeth KÖSTINGER	Austria	Österreichische Volkspartei	PPE	F	1978-11-22 00:00:00	83879	8690076	2.2	349	['2 German']	federal parliamentary republic	18	Euro	Yes	2007	1995
0968831	Eva JOLY	France	Europe Écologie	Verts/ALE	F	1943-12-05 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0968841	Philippe JUVIN	France	Union pour un Mouvement Populaire	PPE	M	1964-02-01 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0968842	Philippe JUVIN	France	Les Républicains	PPE	M	1964-02-01 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0968853	Dominique RIQUET	France	Parti Radical - UDI	ALDE	M	1946-09-18 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0968911	Paolo DE CASTRO	Italy	Partito Democratico	S&D	M	1958-02-02 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0968921	Roberto GUALTIERI	Italy	Partito Democratico	S&D	M	1966-07-19 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0968972	John Stuart AGNEW	United Kingdom	United Kingdom Independence Party	EFDD	M	1949-08-30 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0968991	José Manuel FERNANDES	Portugal	Partido Social Democrata	PPE	M	1967-07-26 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
0969013	Krišjānis KARIŅŠ	Latvia	"Partija ""VIENOTĪBA"""	PPE	M	1964-12-13 00:00:00	64573	1968957	0.4	25	['14 Latvian']	parliamentary republic	8	Euro	Yes	2007	2004
0969031	Paulo RANGEL	Portugal	Partido Social Democrata	PPE	M	1968-02-18 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
0969071	Takis HADJIGEORGIOU	Cyprus	Progressive Party of Working People - Left - New Forces	GUE/NGL	M	1956-12-11 00:00:00	9251	848319	0.2	18	['7 Greek']	presidential republic	6	Euro	No	-	2004
0969111	Tanja FAJON	Slovenia	Socialni demokrati	S&D	F	1971-05-09 00:00:00	20273	2064188	0.4	40	['20 Slovenian']	parliamentary republic	8	Euro	Yes	2007	2004
0969123	David CAMPBELL BANNERMAN	United Kingdom	Conservative Party	ECR	M	1960-05-28 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0969141	Anne DELVAUX	Belgium	Centre Démocrate Humaniste	PPE	F	1970-10-20 00:00:00	30528	11311117	1.7	422	['4 Dutch', '3 French', '2 German']	federal parliamentary constitutional monarchy	21	Euro	Yes	1995	1958
0969151	Sergio Gaetano COFFERATI	Italy	Partito Democratico	S&D	M	1948-01-30 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0969152	Sergio Gaetano COFFERATI	Italy	-	S&D	M	1948-01-30 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0969171	Silvia COSTA	Italy	Partito Democratico	S&D	F	1949-06-12 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0969181	Derek VAUGHAN	United Kingdom	Labour Party	S&D	M	1961-05-02 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0969191	Emma McCLARKIN	United Kingdom	Conservative Party	ECR	F	1978-10-09 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0969201	Kay SWINBURNE	United Kingdom	Conservative Party	ECR	F	1967-06-08 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0969221	Izaskun BILBAO BARANDICA	Spain	Partido Nacionalista Vasco	ALDE	F	1961-03-27 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0969311	Maurice PONGA	France	Union pour un Mouvement Populaire	PPE	M	1947-06-05 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0969312	Maurice PONGA	France	Les Républicains	PPE	M	1947-06-05 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0969321	Birgit SIPPEL	Germany	Sozialdemokratische Partei Deutschlands	S&D	F	1960-01-29 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0969331	Milan ZVER	Slovenia	Slovenska demokratska stranka	PPE	M	1962-05-25 00:00:00	20273	2064188	0.4	40	['20 Slovenian']	parliamentary republic	8	Euro	Yes	2007	2004
0969343	Sandra KALNIETE	Latvia	"Partija ""VIENOTĪBA"""	PPE	F	1952-12-22 00:00:00	64573	1968957	0.4	25	['14 Latvian']	parliamentary republic	8	Euro	Yes	2007	2004
0969361	Gabriel MATO	Spain	Partido Popular	PPE	M	1961-04-29 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0969371	Johannes Cornelis van BAALEN	Netherlands	Volkspartij voor Vrijheid en Democratie	ALDE	M	1960-06-17 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0969401	Gerben-Jan GERBRANDY	Netherlands	Democraten 66	ALDE	M	1967-06-28 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0969451	Marietje SCHAAKE	Netherlands	Democraten 66	ALDE	F	1978-10-28 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0969481	Gilles PARGNEAUX	France	Parti socialiste	S&D	M	1957-03-24 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0969491	Vicky FORD	United Kingdom	Conservative Party	ECR	F	1967-09-21 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0969512	Diane DODDS	United Kingdom	Democratic Unionist Party	NI	F	1958-08-16 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0969521	Sylvie GUILLAUME	France	Parti socialiste	S&D	F	1962-06-11 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0969552	Catherine BEARDER	United Kingdom	Liberal Democrats	ALDE	F	1949-01-14 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0969561	Julie GIRLING	United Kingdom	Conservative Party	ECR	F	1956-12-21 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0969571	Ashley FOX	United Kingdom	Conservative Party	ECR	M	1969-11-15 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0969582	William (The Earl of) DARTMOUTH	United Kingdom	United Kingdom Independence Party	EFDD	M	1949-09-23 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0969781	Nuno MELO	Portugal	Partido Popular	PPE	M	1966-03-18 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
